品牌/Brand,車型/Model,資訊/Info,年份/Year,冷媒/Refrigerant,冷媒量/Amount (g),冷凍油/Oil (cc)
車型 / Car model /  Car model,7 Series E38  750 IL / 7 Series E38  750 IL,Seiko / Seiko,1994 - 2002,R134a,1270 ± 25,155 ± 25
車型 / Car model /  Car model,7 Series E38  750 IL / 7 Series E38  750 IL,With rear AC Seiko / With rear AC Seiko,1994 - 2002,R134a,1400 ± 25,155 ± 25
車型 / Car model /  Car model,7 Series E65/66 / 7 Series E65/66, / ,2002 - 2008,R134a,740 ± 25,見規格 / See Spec
車型 / Car model /  Car model,7 Series E65/66 ENG./MOT.M47/M57 / 7 Series E65/66 ENG./MOT.M47/M57, / ,2002 - 2008,R134a,680 ± 10,見規格 / See Spec
車型 / Car model /  Car model,7 Series E65/66 ENG./MOT.N62 / 7 Series E65/66 ENG./MOT.N62, / ,2002 - 2008,R134a,810 ± 10,見規格 / See Spec
車型 / Car model /  Car model,7 Series F01/F02/F03/F04 / 7 Series F01/F02/F03/F04, / ,2008 -,R134a,900 ± 10,見規格 / See Spec
車型 / Car model /  Car model,7 Series F01/F02/F03/F04 / 7 Series F01/F02/F03/F04,With rear AC / With rear AC,2008 -,R134a,1000 ± 10,見規格 / See Spec
車型 / Car model /  Car model,8 Series E31 / 8 Series E31, / ,1990 - 1993,R12 → R134a,1925 ± 25,見規格 / See Spec
車型 / Car model /  Car model,8 Series E31 / 8 Series E31,Denso / Denso,1993 - 1999,R134a,1550 ± 25,175 ± 15
車型 / Car model /  Car model,X1 E84 / X1 E84, / ,2009 -,R134a,590 ± 10,見規格 / See Spec
車型 / Car model /  Car model,X3 E83 / X3 E83, / ,2004 - 2009,R134a,810 ± 10,見規格 / See Spec
車型 / Car model /  Car model,X3 E83 2.0D 3.0D / X3 E83 2.0D 3.0D, / ,2004 - 2009,R134a,700 ± 10,見規格 / See Spec
車型 / Car model /  Car model,X3 F25 / X3 F25, / ,2010 -,R134a,425 ± 10,見規格 / See Spec
車型 / Car model /  Car model,X5 E53 / X5 E53, / ,2000 - 2007,R134a,440 ± 10,見規格 / See Spec
車型 / Car model /  Car model,X5 E70 / X5 E70, / ,2007 -,R134a,700 ± 10,150 ± 10
車型 / Car model /  Car model,X6 E71 3.0DX/3.5DX/3.5IX/5.0IX / X6 E71 3.0DX/3.5DX/3.5IX/5.0IX, / ,2008 -,R134a,700 ± 10,150
車型 / Car model /  Car model,Z3 / Z3,Denso/round pipe / Denso/round pipe,1997 - 2003,R134a,1000 ± 25,120 ± 20
車型 / Car model /  Car model,Z3 / Z3,Denso/flat pipe / Denso/flat pipe,1997 - 2003,R134a,825 ± 25,120 ± 20
車型 / Car model /  Car model,Z3 / Z3,Seiko/round pipe / Seiko/round pipe,1997 - 2003,R134a,1000 ± 25,150 ± 10
車型 / Car model /  Car model,Z3 / Z3,Seiko/flat pipe / Seiko/flat pipe,1997 - 2003,R134a,825 ± 25,150 ± 10
車型 / Car model /  Car model,Z4 E85 / Z4 E85, / ,2003 - 2009,R134a,740 ± 10,見規格 / See Spec
車型 / Car model /  Car model,Z4 E89 / Z4 E89, / ,2009 -,R134a,550 ± 10,見規格 / See Spec
車型 / Car model /  Car model,Z4 E52 / Z4 E52, / ,2000 - 2003,R134a,710 ± 25,見規格 / See Spec
CHEVROLET / CHEVROLET ,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,MATIZ / MATIZ, / ,2006 - 2010,R134a,330 ± 20,110 ± 10
車型 / Car model /  Car model,SPARK / SPARK, / ,2010 -,R134a,450,110
車型 / Car model /  Car model,AVEO / AVEO,Delphi / Delphi,2006 - 2008,R134a,600 ± 20,220
車型 / Car model /  Car model,AVEO / AVEO,Harrison V5 / Harrison V5,2006 - 2008,R134a,600 ± 20,220
車型 / Car model /  Car model,AVEO / AVEO,Delphi / and SP10 / Delphi / and SP10,2006 - 2008,R134a,600 ± 20,150
車型 / Car model /  Car model,AVEO / AVEO,Delphi / Delphi,2008 - 2011,R134a,520,220
車型 / Car model /  Car model,AVEO / AVEO,Harrison V5 / Harrison V5,2008 - 2011,R134a,520,220
車型 / Car model /  Car model,AVEO / AVEO,Delphi / and SP10 / Delphi / and SP10,2008 - 2011,R134a,520,150
車型 / Car model /  Car model,EPICA / EPICA, / ,2006 - 2010,R134a,820,220
車型 / Car model /  Car model,CRUZE / CRUZE, / ,2009 -,R134a,650,125
車型 / Car model /  Car model,CAPTIVA  2.4L  3.2L / CAPTIVA  2.4L  3.2L, / ,2006 -,R134a,660,150
車型 / Car model /  Car model,CAPTIVA  2.0L / CAPTIVA  2.0L, / ,2006 -,R134a,520,150
CHRYSLER / CHRYSLER,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,300C / 300C, / ,2004 - 2010,R134a,740,180
車型 / Car model /  Car model,CROSSFIRE / CROSSFIRE, / ,2003 - 2007,R134a,880,見規格 / See Spec
車型 / Car model /  Car model,NEON / NEON, / ,1999 - 2004,R134a,765,180
車型 / Car model /  Car model,NEON  1.8 / NEON  1.8, / ,1997 - 1999,R134a,784,200
車型 / Car model /  Car model,NEON  2.0  16V / NEON  2.0  16V, / ,1995 - 1999,R134a,821,140
車型 / Car model /  Car model,PT CRUISER / PT CRUISER, / ,2000 - 2010,R134a,709,160
車型 / Car model /  Car model,SEBRING(JR) / SEBRING(JR), / ,2001 - 2007,R134a,See Spec,見規格 / See Spec
車型 / Car model /  Car model,SEBRING / SEBRING, / ,2007 -,R134a,570,100
車型 / Car model /  Car model,VOYAGER / VOYAGER, / ,1994 - 2000,R134a,960,150
車型 / Car model /  Car model,VOYAGER / VOYAGER,With rear AC / With rear AC,1994 - 2000,R134a,1360,220
車型 / Car model /  Car model,VOYAGER (RG) GAS / VOYAGER (RG) GAS, / ,2000 - 2003,R134a,960,150
車型 / Car model /  Car model,VOYAGER (RG) GAS / VOYAGER (RG) GAS,With rear AC / With rear AC,2000 - 2003,R134a,1310,220
車型 / Car model /  Car model,VOYAGER (RG) DIESEL / VOYAGER (RG) DIESEL, / ,2000 - 2003,R134a,910,見規格 / See Spec
車型 / Car model /  Car model,VOYAGER (RG) GAS / VOYAGER (RG) GAS, / ,2003 - 2006,R134a,880,150
車型 / Car model /  Car model,VOYAGER (RG) GAS / VOYAGER (RG) GAS,With rear AC / With rear AC,2003 - 2006,R134a,1220,220
車型 / Car model /  Car model,VOYAGER (RG) DIESEL / VOYAGER (RG) DIESEL, / ,2003 - 2006,R134a,790,見規格 / See Spec
車型 / Car model /  Car model,GRAND VOYAGER / GRAND VOYAGER, / ,2007 -,R134a,820,120
車型 / Car model /  Car model,GRAND VOYAGER / GRAND VOYAGER,With rear AC / With rear AC,2007 -,R134a,1150,150
CITROEN / CITROEN,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,AX LHD / AX LHD, / ,1991 - 1994,R12 → R134a,725 ± 25,100
車型 / Car model /  Car model,AX RHD / AX RHD, / ,1991 - 1994,R12 → R134a,900 ± 50,100
車型 / Car model /  Car model,AX II / AX II, / ,1994 - 1997,R134a,625 ± 25,135
車型 / Car model /  Car model,BERLINGO / BERLINGO, / ,1996 - 2006,R134a,875 ± 25,135 ± 15
車型 / Car model /  Car model,BERLINGO DIESEL / BERLINGO DIESEL, / ,1996 - 2006,R134a,775 ± 25,135 ± 15
車型 / Car model /  Car model,BX / BX, / ,1987 - 1994,R12 → R134a,1000,135
車型 / Car model /  Car model,BX 1.7DTURBO / BX 1.7DTURBO, / ,1988 - 1994,R12 → R134a,800,135
車型 / Car model /  Car model,BX 1.9 GTI 16V ENG./MOT.XU9J4 / BX 1.9 GTI 16V ENG./MOT.XU9J4, / ,1987 - 1993,R12 → R134a,800,135
車型 / Car model /  Car model,C-CROSSER / C-CROSSER, / ,2007 -,R134a,500,80
車型 / Car model /  Car model,C-ZERO / C-ZERO, / ,2010 -,R134a,325,100
車型 / Car model /  Car model,C1 / C1, / ,2005 - 2009,R134a,450 ± 25,80
車型 / Car model /  Car model,C1 DIESEL / C1 DIESEL, / ,2005 - 2009,R134a,500 ± 25,80
車型 / Car model /  Car model,C2 / C2, / ,2003 - 2009,R134a,600 ± 25,135
車型 / Car model /  Car model,C3 / C3, / ,2002 - 2009,R134a,625 ± 50,135
車型 / Car model /  Car model,C3 / C3, / ,2009 -,R134a,500,135
車型 / Car model /  Car model,C3 PICASSO / C3 PICASSO, / ,2009 -,R134a,500,135
車型 / Car model /  Car model,C4 / C4, / ,2002 - 2009,R134a,450 ± 25,135
車型 / Car model /  Car model,C4 / C4, / ,2009 -,R134a,450,135
車型 / Car model /  Car model,C4 PICASSO / C4 PICASSO, / ,2006 -,R134a,480 ± 25,135
車型 / Car model /  Car model,C4 PICASSO / C4 PICASSO,With rear AC / With rear AC,2006 -,R134a,675 ± 25,135
車型 / Car model /  Car model,C4 GRAND PICASSO / C4 GRAND PICASSO, / ,2006 -,R134a,450,135
車型 / Car model /  Car model,C5 / C5, / ,2000 - 2004,R134a,675 ± 25,135
車型 / Car model /  Car model,C5 / C5, / ,2004 -,R134a,625 ± 25,135
車型 / Car model /  Car model,C5 2.0 HDI / C5 2.0 HDI, / ,2000 - 2004,R134a,675 ± 25,265
車型 / Car model /  Car model,C5 II ENG./MOT.DT17/DW12 / C5 II ENG./MOT.DT17/DW12, / ,2008 -,R134a,625 ± 25,135
車型 / Car model /  Car model,C5 II ENG./MOT.DT17/DW12 / C5 II ENG./MOT.DT17/DW12, / ,2008 -,R134a,525 ± 25,135
車型 / Car model /  Car model,C6 2.2 HDI 2.7 HDI / C6 2.2 HDI 2.7 HDI, / ,2005 - 2009,R134a,525 ± 25,135
車型 / Car model /  Car model,C6 3.0I V6 / C6 3.0I V6, / ,2005 - 2009,R134a,625 ± 25,135 ± 10
車型 / Car model /  Car model,C8 / C8, / ,2002 -,R134a,600 ± 25,135 ± 15
車型 / Car model /  Car model,DS3 / DS3, / ,2010 -,R134a,500,135
車型 / Car model /  Car model,DS4 / DS4,Sanden / Sanden,2011 -,R134a,425,135
車型 / Car model /  Car model,DS4 / DS4,Denso / Denso,2011 -,R134a,425,118
車型 / Car model /  Car model,DS5 / DS5, / ,2011 -,R134a,450,見規格 / See Spec
車型 / Car model /  Car model,DS5 / DS5,eng./mot.DV6C with particle filter / eng./mot.DV6C with particle filter,2011 -,R134a,475,見規格 / See Spec
車型 / Car model /  Car model,DS5 / DS5,eng./mot.DW10CTED4 with particle filter / eng./mot.DW10CTED4 with particle filter,2011 -,R134a,475,見規格 / See Spec
車型 / Car model /  Car model,EVASION/SYNERGIE / EVASION/SYNERGIE, / ,1994 - 2002,R134a,975 ± 25,135 ± 15
車型 / Car model /  Car model,JUMPER/RELAY / JUMPER/RELAY, / ,1996 - 2002,R134a,800 ± 50,135
車型 / Car model /  Car model,JUMPER/RELAY / JUMPER/RELAY,With rear AC / With rear AC,1996 - 2002,R134a,1000 ± 50,135
車型 / Car model /  Car model,JUMPER/RELAY(2002-) / JUMPER/RELAY(2002-), / ,2002 - 2006,R134a,800 ± 50,135
車型 / Car model /  Car model,JUMPER/RELAY(2002-) / JUMPER/RELAY(2002-),With rear AC / With rear AC,2002 - 2006,R134a,1000 ± 50,135
車型 / Car model /  Car model,JUMPER/DISPATCH / JUMPER/DISPATCH, / ,1995 - 2006,R134a,975 ± 25,135 ± 15
車型 / Car model /  Car model,JUMPER/DISPATCH / JUMPER/DISPATCH,Single A/C / Single A/C,2008 -,R134a,540,135
車型 / Car model /  Car model,JUMPER/DISPATCH / JUMPER/DISPATCH,Double A/C. Short / Double A/C. Short,2008 -,R134a,840,160
車型 / Car model /  Car model,JUMPER/DISPATCH / JUMPER/DISPATCH,Double A/C. Long / Double A/C. Long,2008 -,R134a,940,160
車型 / Car model /  Car model,NEMO / NEMO, / ,2008 -,R134a,500,135
車型 / Car model /  Car model,SAXO / SAXO, / ,1996 -,R134a,600 ± 25,135 ± 15
車型 / Car model /  Car model,SAXO / SAXO, / ,1996 - 2003,R134a,775 ± 25,135 ± 15
車型 / Car model /  Car model,XANTIA / XANTIA,Sanden SD7H15 / Sanden SD7H15,1993 - 2001,R134a,775 ± 25,135
車型 / Car model /  Car model,XANTIA / XANTIA,Sanden SD7H16/16mm / Sanden SD7H16/16mm,1993 - 2001,R134a,875 ± 25,135
車型 / Car model /  Car model,XANTIA / XANTIA,Sanden SD7H16/23mm / Sanden SD7H16/23mm,1993 - 2001,R134a,975 ± 25,135
車型 / Car model /  Car model,XANTIA    1.9D/1.9D TURBO / XANTIA    1.9D/1.9D TURBO, / ,1996 - 2001,R134a,825 ± 25,265 ± 15
車型 / Car model /  Car model,XANTIA 3.0 / XANTIA 3.0, / ,1997 - 2001,R134a,725 ± 25,135
車型 / Car model /  Car model,XM / XM, / ,1989 - 1993,R12 → R134a,1050 ± 50,135
車型 / Car model /  Car model,XM / XM, / ,1996 - 2001,R134a,725 ± 25,135
車型 / Car model /  Car model,XM 2.0 / XM 2.0, / ,1993 - 1996,R134a,725 ± 25,135
車型 / Car model /  Car model,XM 2.1 2.2 DIESEL / XM 2.1 2.2 DIESEL, / ,1993 - 1996,R134a,725 ± 25,135
車型 / Car model /  Car model,XM 2.5 DIESEL / XM 2.5 DIESEL, / ,1994 - 1996,R134a,825 ± 25,135
車型 / Car model /  Car model,XM 2.5 DIESEL / XM 2.5 DIESEL, / ,1996 - 2001,R134a,825 ± 25,135
車型 / Car model /  Car model,XSARA / XSARA, / ,1997 - 1999,R134a,975 ± 25,135
車型 / Car model /  Car model,XSARA(2000-) / XSARA(2000-), / ,2000 - 2006,R134a,565 ± 25,135
車型 / Car model /  Car model,XSARA(2000-)2.0 ENG./MOT.XU10 / XSARA(2000-)2.0 ENG./MOT.XU10, / ,2000 - 2004,R134a,700 ± 25,135
車型 / Car model /  Car model,XSARA DIESEL / XSARA DIESEL, / ,1997 - 1999,R134a,875 ± 25,135 ± 15
車型 / Car model /  Car model,XSARA PICASSO / XSARA PICASSO, / ,1999 -,R134a,675 ± 50,135
車型 / Car model /  Car model,ZX / ZX, / ,1993 - 1998,R134a,925 ± 25,135
車型 / Car model /  Car model,ZX ENG./MOT.TU / ZX ENG./MOT.TU, / ,1991 - 1993,R12 → R134a,900 ± 25,135
車型 / Car model /  Car model,ZX ENG./MOT.XU / ZX ENG./MOT.XU, / ,1991 - 1993,R12 → R134a,1000 ± 25,135
DACIA / DACIA,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,DUSTER / DUSTER, / ,2010 -,R134a,475,135
車型 / Car model /  Car model,LOGAN / LOGAN, / ,2005 -,R134a,750 ± 35,135
車型 / Car model /  Car model,LOGAN MCV / LOGAN MCV, / ,2007 -,R134a,780,135
車型 / Car model /  Car model,LOGAN PICKUP/EXPRESS / LOGAN PICKUP/EXPRESS, / ,2008 -,R134a,780,135
車型 / Car model /  Car model,SANDERO / SANDERO, / ,2008 -,R134a,475,135
DAEWOO / DAEWOO,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,ESPERO / ESPERO, / ,1995 - 1997,R134a,730 ± 20,240
車型 / Car model /  Car model,EVANDA / EVANDA, / ,2002 - 2005,R134a,730 ± 20,265
車型 / Car model /  Car model,KALOS / KALOS, / ,2002 - 2005,R134a,600 ± 20,220
車型 / Car model /  Car model,KORANDO/MUSSO / KORANDO/MUSSO, / ,1999 - 2002,R134a,700 ± 50,見規格 / See Spec
車型 / Car model /  Car model,LACETTI / LACETTI, / ,2004 -,R134a,640 ± 20,220
車型 / Car model /  Car model,LANOS / LANOS, / ,1997 - 2001,R134a,720 ± 20,265
車型 / Car model /  Car model,LANOS / LANOS, / ,2001 - 2003,R134a,720 ± 20,220
車型 / Car model /  Car model,LEGANZA / LEGANZA, / ,1997 - 2002,R134a,830 ± 20,265
車型 / Car model /  Car model,MATIZ / MATIZ, / ,1998 - 2002,R134a,550 ± 25,150
車型 / Car model /  Car model,MATIZ / MATIZ, / ,2002 - 2004,R134a,330,110
車型 / Car model /  Car model,NEXIA / NEXIA, / ,1995 - 1997,R134a,730 ± 20,240
車型 / Car model /  Car model,NUBIRA/LACETTI LHD / NUBIRA/LACETTI LHD, / ,2003 - 2005,R134a,640 ± 20,220
車型 / Car model /  Car model,NUBIRA/LACETTI RHD / NUBIRA/LACETTI RHD, / ,2003 - 2005,R134a,680 ± 20,220
車型 / Car model /  Car model,NUBIRA LHD / NUBIRA LHD, / ,1997 - 2003,R134a,750 ± 50,265
車型 / Car model /  Car model,NUBIRA RHD / NUBIRA RHD, / ,1997 - 2003,R134a,820,265
車型 / Car model /  Car model,REXTON / REXTON, / ,2002 - 2004,R134a,850 ± 50,265
車型 / Car model /  Car model,REXTON / REXTON,With rear AC / With rear AC,2002 - 2004,R134a,1200 ± 50,265
車型 / Car model /  Car model,TACUMA/REZZO LHD / TACUMA/REZZO LHD, / ,2001 - 2008,R134a,750 ± 50,220
車型 / Car model /  Car model,TACUMA/REZZO RHD / TACUMA/REZZO RHD, / ,2001 - 2008,R134a,820 ± 20,220
DAF / DAF,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,45 LF / 45 LF, / ,2001 - 2011,R134a,1000,175
車型 / Car model /  Car model,55 LF / 55 LF, / ,2001 - 2011,R134a,1000,175
車型 / Car model /  Car model,65 CF / 65 CF, / ,2001 - 2011,R134a,850,175
車型 / Car model /  Car model,75 CF / 75 CF, / ,2001 - 2011,R134a,850,135
車型 / Car model /  Car model,85 CF / 85 CF, / ,2001 - 2011,R134a,850,135
車型 / Car model /  Car model,95 XF / 95 XF, / ,1997 - 2003,R134a,700,135
車型 / Car model /  Car model,XF 95 / XF 95, / ,2002 - 2006,R134a,700,135
車型 / Car model /  Car model,XF 105 / XF 105, / ,2006 -,R134a,700,135
DAIHATSU / DAIHATSU,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,CHARADE / CHARADE, / ,2003 - 2011,R134a,300 ± 30,見規格 / See Spec
車型 / Car model /  Car model,CUORE / CUORE, / ,2003 - 2007,R134a,300 ± 30,見規格 / See Spec
車型 / Car model /  Car model,COPEN / COPEN, / ,2003 -,R134a,350 ± 30,見規格 / See Spec
車型 / Car model /  Car model,CUORE / CUORE, / ,2007 -,R134a,300,見規格 / See Spec
車型 / Car model /  Car model,MATERIA / MATERIA, / ,2006 -,R134a,350,70
車型 / Car model /  Car model,SIRION / SIRION, / ,2005 -,R134a,300 ± 30,見規格 / See Spec
車型 / Car model /  Car model,TERIOS / TERIOS, / ,2005 -,R134a,350,見規格 / See Spec
車型 / Car model /  Car model,TREVIS / TREVIS, / ,2006 -,R134a,300,見規格 / See Spec
FERRARI / FERRARI,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,F12 / F12, / ,2012 -,R1234yf,560 ± 30,160
車型 / Car model /  Car model,F360 / F360, / ,1996 -,R134a,750,140
車型 / Car model /  Car model,F360 / F360, / ,2001 -,R134a,750 ± 25,265
FIAT / FIAT,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,BRACHETTA / BRACHETTA, / ,1996 - 2006,R134a,600,160 ± 10
車型 / Car model /  Car model,BRAVA/BRAVO / BRAVA/BRAVO,Denso / Denso,1995 - 2002,R134a,637 ± 12,160 ± 10
車型 / Car model /  Car model,BRAVA/BRAVO / BRAVA/BRAVO,Harrison V5 / Harrison V5,1995 - 2002,R134a,650 ± 25,236
車型 / Car model /  Car model,BRAVA/BRAVO / BRAVA/BRAVO,Scroll SCS08 / Scroll SCS08,1998 - 2002,R134a,650 ± 25,80 ± 20
車型 / Car model /  Car model,BRAVA/BRAVO / BRAVA/BRAVO,TV 14SC / TV 14SC,1999 - 2002,R134a,650 ± 25,150 ± 20
車型 / Car model /  Car model,BRAVO / BRAVO, / ,2007 -,R134a,500,130
車型 / Car model /  Car model,CINQUECENTO / CINQUECENTO, / ,1991 - 1997,R134a,700,100
車型 / Car model /  Car model,CINQUECENTO SPORTING / CINQUECENTO SPORTING, / ,1994 - 1998,R134a,550,100
車型 / Car model /  Car model,COUPE 1.8 / COUPE 1.8, / ,1996 - 2000,R134a,740,160 ± 10
車型 / Car model /  Car model,COUPE 16V / COUPE 16V, / ,1994 - 1997,R134a,732 ± 12,135
車型 / Car model /  Car model,COUPE 20V / COUPE 20V, / ,1996 - 2000,R134a,500,150 ± 20
車型 / Car model /  Car model,CROMA / CROMA, / ,1994 - 1997,R134a,1100,135
車型 / Car model /  Car model,CROMA (2005-) / CROMA (2005-), / ,2005 - 2011,R134a,630 ± 40,120 ± 15
車型 / Car model /  Car model,DOBLE/STRADA / DOBLE/STRADA, / ,2002 - 2010,R134a,625 ± 40,80 ± 20
車型 / Car model /  Car model,DOBLO / DOBLO, / ,2010 -,R134a,450 ± 25,120
車型 / Car model /  Car model,DUCATO 2.2D/2.3D/3.0D / DUCATO 2.2D/2.3D/3.0D, / ,2006 -,R134a,550 ± 40,190
車型 / Car model /  Car model,DUCATO 2.2D/2.3D/3.0D / DUCATO 2.2D/2.3D/3.0D,With rear AC / With rear AC,2006 -,R134a,950 ± 40,190
車型 / Car model /  Car model,DUCATO (2002-) / DUCATO (2002-), / ,2002 - 2006,R134a,820 ± 60,見規格 / See Spec
車型 / Car model /  Car model,DUCATO (2002-) / DUCATO (2002-),With rear AC / With rear AC,2002 - 2006,R134a,1000 ± 40,見規格 / See Spec
車型 / Car model /  Car model,DUCATO/TALENTO / DUCATO/TALENTO, / ,1994 - 2002,R134a,850 ± 50,見規格 / See Spec
車型 / Car model /  Car model,DUCATO/TALENTO / DUCATO/TALENTO,With rear AC / With rear AC,1994 - 2002,R134a,1000 ± 50,見規格 / See Spec
車型 / Car model /  Car model,FIORINO / FIORINO, / ,1997 - 2001,R134a,See Spec,150 ± 10
車型 / Car model /  Car model,FIORINO / FIORINO, / ,2008 -,R134a,500,130
車型 / Car model /  Car model,CHANDE PUNTO / CHANDE PUNTO, / ,2005 -,R134a,500,130
車型 / Car model /  Car model,IDEA / IDEA, / ,2003 -,R134a,500 ± 40,130
車型 / Car model /  Car model,LINEA / LINEA, / ,2007 -,R134a,460 ± 40,130
車型 / Car model /  Car model,MAREA/MARENGO / MAREA/MARENGO,TV12SC / TV12SC,1996 - 2003,R134a,600 ± 25,150 ± 20
車型 / Car model /  Car model,MAREA/MARENGO / MAREA/MARENGO,7SB16 / 7SB16,1996 - 2003,R134a,600 ± 25,120 ± 15
車型 / Car model /  Car model,MAREA/MARENGO / MAREA/MARENGO,Scroll SCS08 / Scroll SCS08,1996 - 2003,R134a,600 ± 25,80 ± 20
車型 / Car model /  Car model,MAREA/MARENGO / MAREA/MARENGO,Sanden SD17V16 / Sanden SD17V16,1996 - 2003,R134a,600 ± 25,135
車型 / Car model /  Car model,MULTIPLA 1.6 / MULTIPLA 1.6, / ,1999 - 2010,R134a,650,265
車型 / Car model /  Car model,MULTIPLA 1.6 / MULTIPLA 1.6,With rear AC / With rear AC,1999 - 2010,R134a,850,300
車型 / Car model /  Car model,MULTIPLA 1.9 JTD / MULTIPLA 1.9 JTD, / ,1999 - 2010,R134a,650,130
車型 / Car model /  Car model,PALIO / PALIO, / ,1997 - 2001,R134a,750,80 ± 20
車型 / Car model /  Car model,PALIO / PALIO, / ,2002 -,R134a,625 ± 40,80 ± 20
車型 / Car model /  Car model,PALIO WEEKEND / PALIO WEEKEND, / ,2000 - 2001,R134a,750,107 ± 7
車型 / Car model /  Car model,PALIO WEEKEND / PALIO WEEKEND, / ,2002 -,R134a,625 ± 40,107 ± 7
車型 / Car model /  Car model,PANDA (2003-) / PANDA (2003-), / ,2003 -,R134a,500 ± 40,130
車型 / Car model /  Car model,PUNTO / PUNTO, / ,1993 - 1999,R134a,675 ± 25,150 ± 20
車型 / Car model /  Car model,PUNTO 1.4 TURBO / PUNTO 1.4 TURBO, / ,1993 - 1999,R134a,675 ± 25,150 ± 20
車型 / Car model /  Car model,PUNTO 1100 / PUNTO 1100, / ,1993 - 1999,R134a,650 ± 25,80 ± 20
車型 / Car model /  Car model,PUNTO II 1.2 / PUNTO II 1.2, / ,1999 - 2003,R134a,550 ± 25,80 ± 20
車型 / Car model /  Car model,PUNTO II 1.8 16V / PUNTO II 1.8 16V, / ,1999 - 2003,R134a,550 ± 25,80 ± 20
車型 / Car model /  Car model,PUNTO 1.2IL 1.9DL / PUNTO 1.2IL 1.9DL, / ,2003 -,R134a,550 ± 25,130
車型 / Car model /  Car model,PUNTO 1.3 JTDL / PUNTO 1.3 JTDL, / ,2003 -,R134a,500,130
車型 / Car model /  Car model,PUNTO EVO / PUNTO EVO, / ,2009 -,R134a,500,130
車型 / Car model /  Car model,QUBO / QUBO, / ,2008 -,R134a,500,130
車型 / Car model /  Car model,SCUDO / SCUDO, / ,1996 - 2007,R134a,975 ± 25,135
車型 / Car model /  Car model,SCUDO / SCUDO, / ,2007 -,R134a,540,135
車型 / Car model /  Car model,SCUDO / SCUDO,"With rear AC,long wheel base / With rear AC,long wheel base",2007 -,R134a,850,160
車型 / Car model /  Car model,SCUDO / SCUDO,"With rear AC,short wheel base / With rear AC,short wheel base",2007 -,R134a,950,160
車型 / Car model /  Car model,SEDICI 1.6IL / SEDICI 1.6IL, / ,2006 -,R134a,430,50
車型 / Car model /  Car model,SEDICI 1.9DL / SEDICI 1.9DL, / ,2006 -,R134a,430,80
車型 / Car model /  Car model,EICENTOI / EICENTOI, / ,1997 - 2009,R134a,500 ± 25,100
車型 / Car model /  Car model,SIENA / SIENA, / ,1997 - 2003,R134a,750,107 ± 7
車型 / Car model /  Car model,STILO / STILO, / ,2001 - 2008,R134a,500 ± 40,見規格 / See Spec
